Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,location,timestamp,tweet,tiny_tweet,tokens,stems,score
57541,57541,57541,"[,]",2020-05-10 18:44:46+00:00,@SiSiClaroSi @PibeMollejas Siii. Doy gracias por ese lugar y ese pastito . Que nos salvado en esta cuarentena,Siii gracias lugar pastito salvado esta cuarentena,"['siii', 'gracias', 'lugar', 'pastito', 'salvado', 'esta', 'cuarentena']","['siii', 'graci', 'lug', 'pastit', 'salv', 'esta', 'cuarenten']",2
57668,57668,57668,"[,]",2020-05-10 18:50:43+00:00,"@Greta_Romario Que sigan odiando y se cocinen en su propio caldo ,me puede matar el virus pero los clarinetes no podrán conmigo jamás",sigan odiando cocinen propio caldo puede matar virus pero clarinetes podr conmigo,"['sigan', 'odiando', 'cocinen', 'propio', 'caldo', 'puede', 'matar', 'virus', 'pero', 'clarinetes', 'podr', 'conmigo']","['sig', 'odi', 'cocin', 'propi', 'cald', 'pued', 'mat', 'virus', 'per', 'clarinet', 'podr', 'conmig']",0
57714,57714,57714,"[,]",2020-05-10 18:52:46+00:00,@adrymanero Ya hice la denuncia .Pero hoy con la cuarentena todo demora y mi madre necesita el dinero para vivir.,hice denuncia Pero cuarentena todo demora madre necesita dinero para vivir,"['hice', 'denuncia', 'pero', 'cuarentena', 'todo', 'demora', 'madre', 'necesita', 'dinero', 'para', 'vivir']","['hic', 'denunci', 'per', 'cuarenten', 'tod', 'demor', 'madr', 'necesit', 'diner', 'par', 'viv']",0
57715,57715,57715,"[,]",2020-05-10 18:52:47+00:00,El cachafaz de chocolate blanco que estoy morfando es el orgasmo de esta cuarentena.,cachafaz chocolate blanco estoy morfando orgasmo esta cuarentena,"['cachafaz', 'chocolate', 'blanco', 'estoy', 'morfando', 'orgasmo', 'esta', 'cuarentena']","['cachafaz', 'chocolat', 'blanc', 'estoy', 'morf', 'orgasm', 'esta', 'cuarenten']",0
57750,57750,57750,"[,]",2020-05-10 19:00:13+00:00,No veo la hora de que termine la cuarentena y juntarme en la plaza con los pibes/as,hora termine cuarentena juntarme plaza pibes,"['hora', 'termine', 'cuarentena', 'juntarme', 'plaza', 'pibes']","['hor', 'termin', 'cuarenten', 'junt', 'plaz', 'pib']",1
57767,57767,57767,"[,]",2020-05-10 19:00:54+00:00,"Tengo sospechas de que mi hermana va a romper la cuarentena, está meta golpear la maquinita de afeitar contra la pileta 🤔",Tengo sospechas hermana romper cuarentena meta golpear maquinita afeitar contra pileta,"['tengo', 'sospechas', 'hermana', 'romper', 'cuarentena', 'meta', 'golpear', 'maquinita', 'afeitar', 'contra', 'pileta']","['teng', 'sospech', 'herman', 'romp', 'cuarenten', 'met', 'golp', 'maquinit', 'afeit', 'contr', 'pilet']",0
57797,57797,57797,"[,]",2020-05-10 19:02:31+00:00,Si esta cuarentena dura para siempre se convierte en cuareterna?,esta cuarentena dura para siempre convierte cuareterna,"['esta', 'cuarentena', 'dura', 'para', 'siempre', 'convierte', 'cuareterna']","['esta', 'cuarenten', 'dur', 'par', 'siempr', 'conviert', 'cuaretern']",0
57890,57890,57890,"[,]",2020-05-10 19:07:30+00:00,desde que estoy en cuarentena a mi cuerpo le falta vitamina d,desde estoy cuarentena cuerpo falta vitamina,"['desde', 'estoy', 'cuarentena', 'cuerpo', 'falta', 'vitamina']","['desd', 'estoy', 'cuarenten', 'cuerp', 'falt', 'vitamin']",0
57921,57921,57921,"[,]",2020-05-10 19:09:07+00:00,A veces no sienten que son los únicos boludos que hacen la cuarentena desde hace dos meses?,veces sienten nicos boludos hacen cuarentena desde hace meses,"['veces', 'sienten', 'nicos', 'boludos', 'hacen', 'cuarentena', 'desde', 'hace', 'meses']","['vec', 'sient', 'nic', 'bolud', 'hac', 'cuarenten', 'desd', 'hac', 'mes']",1
57943,57943,57943,"[,]",2020-05-10 19:10:00+00:00,Será con una siesta ya que rambla no se puede por la cuarentena 😛,siesta rambla puede cuarentena,"['siesta', 'rambla', 'puede', 'cuarentena']","['siest', 'rambl', 'pued', 'cuarenten']",1
57946,57946,57946,"[,]",2020-05-10 19:10:15+00:00,"Es un hecho, la cuarentena es mejor cuando estás enamorado/a",hecho cuarentena mejor cuando enamorado,"['hecho', 'cuarentena', 'mejor', 'cuando', 'enamorado']","['hech', 'cuarenten', 'mejor', 'cuand', 'enamor']",2
57947,57947,57947,"[,]",2020-05-10 19:10:16+00:00,"Dónde están los que se reían de que se llama ""cuarentena"" y duraba 15 dias?",llama cuarentena duraba dias,"['llama', 'cuarentena', 'duraba', 'dias']","['llam', 'cuarenten', 'dur', 'dias']",1
58072,58072,58072,"[,]",2020-05-10 19:16:03+00:00,Que desperdicio de domingo la puta madre. Harto de la cuarentena,desperdicio domingo puta madre Harto cuarentena,"['desperdicio', 'domingo', 'puta', 'madre', 'harto', 'cuarentena']","['desperdici', 'doming', 'put', 'madr', 'hart', 'cuarenten']",0
58122,58122,58122,"[,]",2020-05-10 19:18:12+00:00,@oficialHASSAM Fue test positivo e hizo la cuarentena en casa con síntomas leves.,test positivo hizo cuarentena casa ntomas leves,"['test', 'positivo', 'hizo', 'cuarentena', 'casa', 'ntomas', 'leves']","['test', 'posit', 'hiz', 'cuarenten', 'cas', 'ntom', 'lev']",1
58214,58214,58214,"[,]",2020-05-10 19:22:21+00:00,Está cuarentena va a terminar con mi familia divorciada  Yo me quedo con los perros 🖤,cuarentena terminar familia divorciada quedo perros,"['cuarentena', 'terminar', 'familia', 'divorciada', 'quedo', 'perros']","['cuarenten', 'termin', 'famili', 'divorci', 'qued', 'perr']",1
58222,58222,58222,"[,]",2020-05-10 19:22:41+00:00,@grammrosea ☹️💔 cuarentena de mierda,cuarentena mierda,"['cuarentena', 'mierda']","['cuarenten', 'mierd']",0
58238,58238,58238,"[,]",2020-05-10 19:23:22+00:00,Tal cual. Esta cuarentena es demencial,cual Esta cuarentena demencial,"['cual', 'esta', 'cuarentena', 'demencial']","['cual', 'esta', 'cuarenten', 'demencial']",0
58276,58276,58276,"[,]",2020-05-10 19:25:42+00:00,"@LPalmaCane Eso sí, cuarentena a rajatabla...",cuarentena rajatabla,"['cuarentena', 'rajatabla']","['cuarenten', 'rajatabl']",1
58334,58334,58334,"[,]",2020-05-10 19:28:36+00:00,Que es lo mas urgente que debe abrir en esta cuarentena,urgente debe abrir esta cuarentena,"['urgente', 'debe', 'abrir', 'esta', 'cuarentena']","['urgent', 'deb', 'abrir', 'esta', 'cuarenten']",0
58470,58470,58470,"[,]",2020-05-10 19:36:47+00:00,"Un domingo casi normal en Palermo, la gente paseando, charlando, movimiento de autos/motos. Ya no existe la cuarentena.",domingo casi normal Palermo gente paseando charlando movimiento autos motos existe cuarentena,"['domingo', 'casi', 'normal', 'palermo', 'gente', 'paseando', 'charlando', 'movimiento', 'autos', 'motos', 'existe', 'cuarentena']","['doming', 'casi', 'normal', 'palerm', 'gent', 'pas', 'charl', 'movimient', 'aut', 'mot', 'exist', 'cuarenten']",1
58492,58492,58492,"[,]",2020-05-10 19:37:44+00:00,@pviloutaoficial @LANACION nosotros encerrados ellos porblas calles es la cuarentena peronista yo si vos no jodete,nosotros encerrados ellos porblas calles cuarentena peronista jodete,"['nosotros', 'encerrados', 'ellos', 'porblas', 'calles', 'cuarentena', 'peronista', 'jodete']","['nosotr', 'encerr', 'ellos', 'porbl', 'call', 'cuarenten', 'peron', 'jodet']",1
58495,58495,58495,"[,]",2020-05-10 19:37:54+00:00,"Cuarentena en Brasil  ,!",Cuarentena Brasil,"['cuarentena', 'brasil']","['cuarenten', 'brasil']",1
58503,58503,58503,"[,]",2020-05-10 19:38:27+00:00,"@lean_rm Hoy en principio, nada. Pero hay que ver qué dice la resolución y qué sucede en el caso que te toque cuarentena.",principio nada Pero dice resoluci sucede caso toque cuarentena,"['principio', 'nada', 'pero', 'dice', 'resoluci', 'sucede', 'caso', 'toque', 'cuarentena']","['principi', 'nad', 'per', 'dic', 'resoluci', 'suced', 'cas', 'toqu', 'cuarenten']",1
58540,58540,58540,"[,]",2020-05-10 19:41:08+00:00,"@AstronomiaRivas @FJCorregidor @kokehtz @CielosBoreales En Cuarentena? 😂 Era más fácil por acá, por Twitter.",Cuarentena Twitter,"['cuarentena', 'twitter']","['cuarenten', 'twitt']",1
58561,58561,58561,"[,]",2020-05-10 19:42:16+00:00,@lawwarriors @cointreau65 Algún otro servicio más adecuado a la cuarentena? Por DM,otro servicio adecuado cuarentena,"['otro', 'servicio', 'adecuado', 'cuarentena']","['otro', 'servici', 'adecu', 'cuarenten']",0
58602,58602,58602,"[,]",2020-05-10 19:44:35+00:00,ya fue rompamos la cuarentena y lo recontra cagamos a tiros,rompamos cuarentena recontra cagamos tiros,"['rompamos', 'cuarentena', 'recontra', 'cagamos', 'tiros']","['romp', 'cuarenten', 'recontr', 'cag', 'tir']",1
58652,58652,58652,"[,]",2020-05-10 19:46:41+00:00,El virus no se muere por decreto.  Seamos conscientes.,virus muere decreto Seamos conscientes,"['virus', 'muere', 'decreto', 'seamos', 'conscientes']","['virus', 'muer', 'decret', 'seam', 'conscient']",1
58839,58839,58839,"[,]",2020-05-10 19:57:08+00:00,"Cualquier cosa hice en cuarentena, pero por lo menos no pinté la pared con triangulitos",Cualquier cosa hice cuarentena pero menos pint pared triangulitos,"['cualquier', 'cosa', 'hice', 'cuarentena', 'pero', 'menos', 'pint', 'pared', 'triangulitos']","['cualqui', 'cos', 'hic', 'cuarenten', 'per', 'men', 'pint', 'par', 'triangulit']",1
58874,58874,58874,"[,]",2020-05-10 19:58:40+00:00,@cuervotinelli @alferdez Pero anda a hacer la cuarentena falso del orto hdrmp,Pero anda hacer cuarentena falso orto hdrmp,"['pero', 'anda', 'hacer', 'cuarentena', 'falso', 'orto', 'hdrmp']","['per', 'anda', 'hac', 'cuarenten', 'fals', 'orto', 'hdrmp']",0
59005,59005,59005,"[,]",2020-05-10 20:04:01+00:00,"Feliz día de las madres ganas que tengo de salir, maldita cuarentena coño e tu madre.",Feliz madres ganas tengo salir maldita cuarentena madre,"['feliz', 'madres', 'ganas', 'tengo', 'salir', 'maldita', 'cuarentena', 'madre']","['feliz', 'madr', 'gan', 'teng', 'sal', 'maldit', 'cuarenten', 'madr']",0
59244,59244,59244,"[,]",2020-05-10 20:16:39+00:00,Uno ya no sabe como pasar la cuarentena...,sabe como pasar cuarentena,"['sabe', 'como', 'pasar', 'cuarentena']","['sab', 'com', 'pas', 'cuarenten']",1
59258,59258,59258,"[,]",2020-05-10 20:17:31+00:00,"@cristinamab55 Y si ...ya no da rulitos !!! Cómo "" llevas"" la cuarentena ??",rulitos llevas cuarentena,"['rulitos', 'llevas', 'cuarentena']","['rulit', 'llev', 'cuarenten']",1
59340,59340,59340,"[,]",2020-05-10 20:21:47+00:00,@candillmann Ahora quisiera que la cuarentena siga hasta el 2021 para que se le cague el año a ella también 😂,Ahora quisiera cuarentena siga hasta para cague ella tambi,"['ahora', 'quisiera', 'cuarentena', 'siga', 'hasta', 'para', 'cague', 'ella', 'tambi']","['ahor', 'quis', 'cuarenten', 'sig', 'hast', 'par', 'cag', 'ella', 'tambi']",1
59372,59372,59372,"[,]",2020-05-10 20:23:07+00:00,"Todo es una mierda desde que estoy en cuarentena no aguanto más, todo es una mierda desde que estoy en cuarentena no aguanto más",Todo mierda desde estoy cuarentena aguanto todo mierda desde estoy cuarentena aguanto,"['todo', 'mierda', 'desde', 'estoy', 'cuarentena', 'aguanto', 'todo', 'mierda', 'desde', 'estoy', 'cuarentena', 'aguanto']","['tod', 'mierd', 'desd', 'estoy', 'cuarenten', 'aguant', 'tod', 'mierd', 'desd', 'estoy', 'cuarenten', 'aguant']",0
59386,59386,59386,"[,]",2020-05-10 20:23:58+00:00,No hubiera sido Domingo de Cuarentena sino hubiera visto una película de Julia Roberts.,hubiera sido Domingo Cuarentena sino hubiera visto cula Julia Roberts,"['hubiera', 'sido', 'domingo', 'cuarentena', 'sino', 'hubiera', 'visto', 'cula', 'julia', 'roberts']","['hub', 'sid', 'doming', 'cuarenten', 'sin', 'hub', 'vist', 'cul', 'juli', 'roberts']",0
59401,59401,59401,"[,]",2020-05-10 20:24:51+00:00,me estoy cuidando del virus y de los envidiosos🤪🖕,estoy cuidando virus envidiosos,"['estoy', 'cuidando', 'virus', 'envidiosos']","['estoy', 'cuid', 'virus', 'envidi']",0
59424,59424,59424,"[,]",2020-05-10 20:26:20+00:00,@GauchoPower4 y la cuarentena?,cuarentena,['cuarentena'],['cuarenten'],1
59428,59428,59428,"[,]",2020-05-10 20:26:30+00:00,"Les likeo fotos de insta a los segundos de que la suben Perdón, estoy en cuarentena",likeo fotos insta segundos suben Perd estoy cuarentena,"['likeo', 'fotos', 'insta', 'segundos', 'suben', 'perd', 'estoy', 'cuarentena']","['like', 'fot', 'insta', 'segund', 'sub', 'perd', 'estoy', 'cuarenten']",0
59432,59432,59432,"[,]",2020-05-10 20:26:53+00:00,"En esta cuarentena uso la vajilla de porcelana con todos sus utensillos para tomar el té, para que dejar para “después”? 🤦🏻‍♀️😂",esta cuarentena vajilla porcelana todos utensillos para tomar para dejar para despu,"['esta', 'cuarentena', 'vajilla', 'porcelana', 'todos', 'utensillos', 'para', 'tomar', 'para', 'dejar', 'para', 'despu']","['esta', 'cuarenten', 'vajill', 'porcelan', 'tod', 'utensill', 'par', 'tom', 'par', 'dej', 'par', 'despu']",0
59511,59511,59511,"[,]",2020-05-10 20:30:42+00:00,"@AndresAngelone Carolina, una vida llena de gente y de cuarentena. 😂😂😂",Carolina vida llena gente cuarentena,"['carolina', 'vida', 'llena', 'gente', 'cuarentena']","['carolin', 'vid', 'llen', 'gent', 'cuarenten']",0
59514,59514,59514,"[,]",2020-05-10 20:30:56+00:00,Entonces no es tan grande 🤨 No he escuchado de ninguna aerolinea que haya quebrado por el corona...,Entonces grande escuchado ninguna aerolinea haya quebrado corona,"['entonces', 'grande', 'escuchado', 'ninguna', 'aerolinea', 'haya', 'quebrado', 'corona']","['entonc', 'grand', 'escuch', 'ningun', 'aeroline', 'hay', 'quebr', 'coron']",1
59553,59553,59553,"[,]",2020-05-10 20:33:50+00:00,"se metieron con lo más sagrado de esta casa, lo único que nos mantiene cuerdos en esta cuarentena LAS CARTAS",metieron sagrado esta casa nico mantiene cuerdos esta cuarentena CARTAS,"['metieron', 'sagrado', 'esta', 'casa', 'nico', 'mantiene', 'cuerdos', 'esta', 'cuarentena', 'cartas']","['met', 'sagr', 'esta', 'cas', 'nic', 'mantien', 'cuerd', 'esta', 'cuarenten', 'cart']",0
59563,59563,59563,"[,]",2020-05-10 20:34:14+00:00,"@Mary_Land69 @Silvillau Es lo quenchi que va dejando la cuarentena,jaja",quenchi dejando cuarentena jaja,"['quenchi', 'dejando', 'cuarentena', 'jaja']","['quenchi', 'dej', 'cuarenten', 'jaj']",1
59727,59727,59727,"[,]",2020-05-10 20:43:09+00:00,@SilCou @HMagars Es mi respuesta favorita cuando me preguntan x que tomo más alcohol o benzodiazepinas en cuarentena jajajaja,respuesta favorita cuando preguntan tomo alcohol benzodiazepinas cuarentena jajajaja,"['respuesta', 'favorita', 'cuando', 'preguntan', 'tomo', 'alcohol', 'benzodiazepinas', 'cuarentena', 'jajajaja']","['respuest', 'favorit', 'cuand', 'pregunt', 'tom', 'alcohol', 'benzodiazepin', 'cuarenten', 'jajajaj']",1
59756,59756,59756,"[,]",2020-05-10 20:44:25+00:00,Soy yo o últimamente  no estan respetando ni un poco la cuarentena ?,ltimamente estan respetando poco cuarentena,"['ltimamente', 'estan', 'respetando', 'poco', 'cuarentena']","['ltim', 'estan', 'respet', 'poc', 'cuarenten']",0
59834,59834,59834,"[,]",2020-05-10 20:48:16+00:00,Todos hacen asado en cuarentena menos vos.,Todos hacen asado cuarentena menos,"['todos', 'hacen', 'asado', 'cuarentena', 'menos']","['tod', 'hac', 'asad', 'cuarenten', 'men']",1
59894,59894,59894,"[,]",2020-05-10 20:52:33+00:00,"Domingo con sol, que mas se puede pedir en cuarentena?",Domingo puede pedir cuarentena,"['domingo', 'puede', 'pedir', 'cuarentena']","['doming', 'pued', 'ped', 'cuarenten']",1
59899,59899,59899,"[,]",2020-05-10 20:52:43+00:00,"@juanoflyer Muchas gracias, vamos a subir el nivel de esta cuarentena entonces!",Muchas gracias vamos subir nivel esta cuarentena entonces,"['muchas', 'gracias', 'vamos', 'subir', 'nivel', 'esta', 'cuarentena', 'entonces']","['much', 'graci', 'vam', 'sub', 'nivel', 'esta', 'cuarenten', 'entonc']",0
59914,59914,59914,"[,]",2020-05-10 20:53:27+00:00,"@LoperfidoDario @infobae Excelente opinión sobre nuestra lamentable realidad! ""La estupidez y el fascismo son peores que el virus!"" 😔",Excelente opini sobre nuestra lamentable realidad estupidez fascismo peores virus,"['excelente', 'opini', 'sobre', 'nuestra', 'lamentable', 'realidad', 'estupidez', 'fascismo', 'peores', 'virus']","['excelent', 'opini', 'sobr', 'nuestr', 'lament', 'realid', 'estupidez', 'fascism', 'peor', 'virus']",1
59920,59920,59920,"[,]",2020-05-10 20:53:42+00:00,@DDGALLIANO @CoquitaESTA Hay que cuidarse. La cuarentena fue para evitar contagio masivo. Están haciendo todo mal!!!!,cuidarse cuarentena para evitar contagio masivo haciendo todo,"['cuidarse', 'cuarentena', 'para', 'evitar', 'contagio', 'masivo', 'haciendo', 'todo']","['cuid', 'cuarenten', 'par', 'evit', 'contagi', 'masiv', 'hac', 'tod']",1
59943,59943,59943,"[,]",2020-05-10 20:54:24+00:00,Los domingos en cuarentena estoy del orto,domingos cuarentena estoy orto,"['domingos', 'cuarentena', 'estoy', 'orto']","['doming', 'cuarenten', 'estoy', 'orto']",0
59963,59963,59963,"[,]",2020-05-10 20:55:19+00:00,@eldestapeweb Otra cuarentena?,Otra cuarentena,"['otra', 'cuarentena']","['otra', 'cuarenten']",1
59983,59983,59983,"[,]",2020-05-10 20:56:49+00:00,No sé si esperar a que pase la cuarentena o irme en estos días a vivir con mi hermano...,esperar pase cuarentena irme estos vivir hermano,"['esperar', 'pase', 'cuarentena', 'irme', 'estos', 'vivir', 'hermano']","['esper', 'pas', 'cuarenten', 'irme', 'estos', 'viv', 'herman']",1
59994,59994,59994,"[,]",2020-05-10 20:57:26+00:00,"Diosss no se qué hacer, si esperar a que pase la cuarentena o irme en estos días a vivir con mi hermano...",Diosss hacer esperar pase cuarentena irme estos vivir hermano,"['diosss', 'hacer', 'esperar', 'pase', 'cuarentena', 'irme', 'estos', 'vivir', 'hermano']","['diosss', 'hac', 'esper', 'pas', 'cuarenten', 'irme', 'estos', 'viv', 'herman']",1
60004,60004,60004,"[,]",2020-05-10 20:57:46+00:00,Murió la cuarentena,Muri cuarentena,"['muri', 'cuarentena']","['muri', 'cuarenten']",1
60023,60023,60023,"[,]",2020-05-10 20:59:00+00:00,@DanielSabsay1 tiene plenos poderes lamentable pero cierto sino jo estariamos en cuarentena,tiene plenos poderes lamentable pero cierto sino estariamos cuarentena,"['tiene', 'plenos', 'poderes', 'lamentable', 'pero', 'cierto', 'sino', 'estariamos', 'cuarentena']","['tien', 'plen', 'poder', 'lament', 'per', 'ciert', 'sin', 'estari', 'cuarenten']",0
60096,60096,60096,"[,]",2020-05-10 21:02:50+00:00,Me encantan desde Tigre en cuarentena con uds,encantan desde Tigre cuarentena,"['encantan', 'desde', 'tigre', 'cuarentena']","['encant', 'desd', 'tigr', 'cuarenten']",1
60192,60192,60192,"[,]",2020-05-10 21:07:45+00:00,Esta cuarentena?  Experta en llenar carritos que termino no comprando...,Esta cuarentena Experta llenar carritos termino comprando,"['esta', 'cuarentena', 'experta', 'llenar', 'carritos', 'termino', 'comprando']","['esta', 'cuarenten', 'expert', 'llen', 'carrit', 'termin', 'compr']",0
60204,60204,60204,"[,]",2020-05-10 21:08:29+00:00,miren q seguimos en cuarentena todavía hijos de mil puta,miren seguimos cuarentena todav hijos puta,"['miren', 'seguimos', 'cuarentena', 'todav', 'hijos', 'puta']","['mir', 'segu', 'cuarenten', 'todav', 'hij', 'put']",0
60223,60223,60223,"[,]",2020-05-10 21:09:58+00:00,Cuarentena día 50:,Cuarentena,['cuarentena'],['cuarenten'],1
60268,60268,60268,"[,]",2020-05-10 21:11:57+00:00,Lizzy somos todos en la cuarentena,Lizzy somos todos cuarentena,"['lizzy', 'somos', 'todos', 'cuarentena']","['lizzy', 'som', 'tod', 'cuarenten']",1
60382,60382,60382,"[,]",2020-05-10 21:17:42+00:00,"@MariaGomensoro @AlvaroDelgadoUy Estas haciendo cuarentena diosa, Feliz día de Madre .",Estas haciendo cuarentena diosa Feliz Madre,"['estas', 'haciendo', 'cuarentena', 'diosa', 'feliz', 'madre']","['estas', 'hac', 'cuarenten', 'dios', 'feliz', 'madr']",1
60412,60412,60412,"[,]",2020-05-10 21:18:49+00:00,"Estuvo más de paro, la hinchada de peniarol, q lo q vamos encerrado por la cuarentena.!! Datos, NO opiniones.",Estuvo paro hinchada peniarol vamos encerrado cuarentena Datos opiniones,"['estuvo', 'paro', 'hinchada', 'peniarol', 'vamos', 'encerrado', 'cuarentena', 'datos', 'opiniones']","['estuv', 'par', 'hinch', 'peniarol', 'vam', 'encerr', 'cuarenten', 'dat', 'opinion']",1
60423,60423,60423,"[,]",2020-05-10 21:19:12+00:00,"@MariaGomensoro @AlvaroDelgadoUy Estas haciendo cuarentena diosa ,feliz día de la Madre .",Estas haciendo cuarentena diosa feliz Madre,"['estas', 'haciendo', 'cuarentena', 'diosa', 'feliz', 'madre']","['estas', 'hac', 'cuarenten', 'dios', 'feliz', 'madr']",1
60465,60465,60465,"[,]",2020-05-10 21:20:51+00:00,"@MariaGomensoro @AlvaroDelgadoUy Estas haciendo cuarentena diosa ,Feliz día de La Madre.",Estas haciendo cuarentena diosa Feliz Madre,"['estas', 'haciendo', 'cuarentena', 'diosa', 'feliz', 'madre']","['estas', 'hac', 'cuarenten', 'dios', 'feliz', 'madr']",1
60578,60578,60578,"[,]",2020-05-10 21:26:21+00:00,hoy estaba para ir a tomar mates al bosque pero bueno cuarentena,estaba para tomar mates bosque pero bueno cuarentena,"['estaba', 'para', 'tomar', 'mates', 'bosque', 'pero', 'bueno', 'cuarentena']","['estab', 'par', 'tom', 'mat', 'bosqu', 'per', 'buen', 'cuarenten']",1
60584,60584,60584,"[,]",2020-05-10 21:26:44+00:00,"hoy estaba para ir a tomar mates al bosque pero,cuarentena",estaba para tomar mates bosque pero cuarentena,"['estaba', 'para', 'tomar', 'mates', 'bosque', 'pero', 'cuarentena']","['estab', 'par', 'tom', 'mat', 'bosqu', 'per', 'cuarenten']",1
60614,60614,60614,"[,]",2020-05-10 21:28:02+00:00,@cronica El q' pueda q' vaya en bicicleta. Yo lo hago. En el transporte público viaja todo tipo de virus.,pueda vaya bicicleta hago transporte blico viaja todo tipo virus,"['pueda', 'vaya', 'bicicleta', 'hago', 'transporte', 'blico', 'viaja', 'todo', 'tipo', 'virus']","['pued', 'vay', 'biciclet', 'hag', 'transport', 'blic', 'viaj', 'tod', 'tip', 'virus']",1
60622,60622,60622,"[,]",2020-05-10 21:28:30+00:00,"@0800CJ @troglioneta Para nada, va a tener más laburo que todos nosotros juntos después de la cuarentena, por eso sigue bailando así",Para nada tener laburo todos nosotros juntos despu cuarentena sigue bailando,"['para', 'nada', 'tener', 'laburo', 'todos', 'nosotros', 'juntos', 'despu', 'cuarentena', 'sigue', 'bailando']","['par', 'nad', 'ten', 'labur', 'tod', 'nosotr', 'junt', 'despu', 'cuarenten', 'sig', 'bail']",0
60672,60672,60672,"[,]",2020-05-10 21:30:24+00:00,Jajaja soy yo durante la cuarentena,Jajaja durante cuarentena,"['jajaja', 'durante', 'cuarentena']","['jajaj', 'durant', 'cuarenten']",1
60754,60754,60754,"[,]",2020-05-10 21:35:11+00:00,"por qué se llama cuarentena si son 14 días nomas?  Listo, están contentos ahora?",llama cuarentena nomas Listo contentos ahora,"['llama', 'cuarentena', 'nomas', 'listo', 'contentos', 'ahora']","['llam', 'cuarenten', 'nom', 'list', 'content', 'ahor']",1
60768,60768,60768,"[,]",2020-05-10 21:35:54+00:00,"¿Y cómo te trata esa cuarentena? es el nuevo ""¿Y ya te fuiste de Venezuela?"".",trata cuarentena nuevo fuiste Venezuela,"['trata', 'cuarentena', 'nuevo', 'fuiste', 'venezuela']","['trat', 'cuarenten', 'nuev', 'fuist', 'venezuel']",1
60784,60784,60784,"[,]",2020-05-10 21:36:28+00:00,"Si la cuarentena llega a Navidad, Papa Noel va a tener que usar barbijojojo",cuarentena llega Navidad Papa Noel tener usar barbijojojo,"['cuarentena', 'llega', 'navidad', 'papa', 'noel', 'tener', 'usar', 'barbijojojo']","['cuarenten', 'lleg', 'navid', 'pap', 'noel', 'ten', 'usar', 'barbijojoj']",1
60837,60837,60837,"[,]",2020-05-10 21:39:55+00:00,Lo mejor de la cuarentena sin dudas 🤣,mejor cuarentena dudas,"['mejor', 'cuarentena', 'dudas']","['mejor', 'cuarenten', 'dud']",2
60860,60860,60860,"[,]",2020-05-10 21:40:44+00:00,"Hoy me pegó mal la cuarentena, muy domingo 😖",cuarentena domingo,"['cuarentena', 'domingo']","['cuarenten', 'doming']",1
60889,60889,60889,"[,]",2020-05-10 21:41:45+00:00,@NachoLuongo @laraa_anahi Muy de cuarentena esa actividad.,cuarentena actividad,"['cuarentena', 'actividad']","['cuarenten', 'activ']",1
60890,60890,60890,"[,]",2020-05-10 21:41:47+00:00,"Aaaaaa no puedo creer que no tengo hambre, cuarentena algo mas me queres sacarrrRRRRR???? DALE MAN lo unico q puedo hacer es comer 😭😭",Aaaaaa puedo creer tengo hambre cuarentena algo queres sacarrrRRRRR DALE unico puedo hacer comer,"['aaaaaa', 'puedo', 'creer', 'tengo', 'hambre', 'cuarentena', 'algo', 'queres', 'sacarrrrrrrr', 'dale', 'unico', 'puedo', 'hacer', 'comer']","['aaaaaa', 'pued', 'cre', 'teng', 'hambr', 'cuarenten', 'algo', 'quer', 'sacarrrrrrrr', 'dal', 'unic', 'pued', 'hac', 'com']",0
60917,60917,60917,"[,]",2020-05-10 21:43:07+00:00,"¿Y cómo te trata la cuarentena? es el nuevo ""¿Y pa dónde emigraste?"".",trata cuarentena nuevo emigraste,"['trata', 'cuarentena', 'nuevo', 'emigraste']","['trat', 'cuarenten', 'nuev', 'emigr']",1
60931,60931,60931,"[,]",2020-05-10 21:43:50+00:00,@katewalsh cocinando en pijama es todo lo que está bien en esta cuarentena.,cocinando pijama todo bien esta cuarentena,"['cocinando', 'pijama', 'todo', 'bien', 'esta', 'cuarentena']","['cocin', 'pijam', 'tod', 'bien', 'esta', 'cuarenten']",2
61040,61040,61040,"[,]",2020-05-10 21:48:08+00:00,"Como extraño a Valentino, que ganas de romper la cuarentena e ir a verlo",Como extra Valentino ganas romper cuarentena verlo,"['como', 'extra', 'valentino', 'ganas', 'romper', 'cuarentena', 'verlo']","['com', 'extra', 'valentin', 'gan', 'romp', 'cuarenten', 'verl']",0
61057,61057,61057,"[,]",2020-05-10 21:48:48+00:00,"Me encantaría estar haciendo cuarentena en una casa que sea mía y con una pareja que me haga compañía.  Ahí diooooo,soy yo? Jajaja",encantar estar haciendo cuarentena casa pareja haga compa diooooo Jajaja,"['encantar', 'estar', 'haciendo', 'cuarentena', 'casa', 'pareja', 'haga', 'compa', 'diooooo', 'jajaja']","['encant', 'estar', 'hac', 'cuarenten', 'cas', 'parej', 'hag', 'comp', 'dioooo', 'jajaj']",1
61229,61229,61229,"[,]",2020-05-10 21:55:09+00:00,@julipepe900 Debe ser por la cuarentena jajajaaj,Debe cuarentena jajajaaj,"['debe', 'cuarentena', 'jajajaaj']","['deb', 'cuarenten', 'jajajaaj']",1
